Country Code,Year,GDP,YoY Growth %
FCS,1979,273171200189.151,28.57395052732872
FCS,1980,349510591210.244,27.945622001233517
FCS,1981,498814510411.368,42.7179956647757
FCS,1982,475070488573.674,-4.76009044286071
FCS,1983,405242033126.632,-14.69854624240945
FCS,1984,369274294231.899,-8.87561900161864
FCS,1985,373471488874.344,1.136606232279247
FCS,1986,363763056776.336,-2.5995109097268876
FCS,1987,374331340505.548,2.9052658131004216
FCS,1988,392458465605.443,4.842534711470781
FCS,1989,387026945952.055,-1.3839731154757562
FCS,1990,560666457491.649,44.86496698891467
FCS,1991,400453801388.403,-28.5753952216113
FCS,1992,364561464351.942,-8.96291580002977
FCS,1993,373427180677.432,2.4318852079580067
FCS,1994,387422713799.932,3.7478613894978974
FCS,1995,470647685122.63,21.48169644118387
FCS,1996,513501426607.119,9.105269788658
FCS,1997,573407469041.073,11.666188121379495
FCS,1998,589888835850.628,2.874285337984417
FCS,1999,455600793837.261,-22.76497432261484
FCS,2000,528316634352.732,15.960428844521468
FCS,2001,525114548136.429,-0.6060922575769401
FCS,2002,516350189034.186,-1.6690375715825656
FCS,2003,543431874619.906,5.244829218785663
FCS,2004,683098771421.209,25.700902601451304
FCS,2005,858449973771.2,25.66996306920113
FCS,2006,1064256763312.95,23.974232142804297
FCS,2007,1297384801980.81,21.905243800579697
FCS,2008,1646380142512.02,26.89990972596363
FCS,2009,1521389688352.31,-7.591834408850529
FCS,2010,1802880871890.26,18.502240792943027
FCS,2011,1689762063599.2,-6.2743362611895055
FCS,2012,1888886097184.67,11.784146293433473
FCS,2013,1958466454077.53,3.6836713974742974
FCS,2014,2080902833468.18,6.2516454716769365
FCS,2015,1656886439406.9,-20.37655902244048
FCS,2016,1562107520222.84,-5.720302667090871
FCS,2017,1654879733871.17,5.938913451687089
FCS,2018,1735106586568.33,4.847896258267048
FCS,2019,1838740662542.85,5.972778662519285
FCS,2020,1666563897599.33,-9.363841701603071
FCS,2021,1782595197351.42,6.9623072910214745
FCS,2022,1906134056805.45,6.930281178676134
FIN,1960,5224102195.52771,
FIN,1961,5921659485.03284,13.352673117733026
FIN,1962,6340580854.39073,7.074391400193236
FIN,1963,6885920328.66187,8.600781013517134
FIN,1964,7766655085.78588,12.79037100470144
FIN,1965,8589340019.02985,10.59252566461466
FIN,1966,9208524504.87684,7.208755090323304
FIN,1967,9368954010.3132,1.7421847045245409
FIN,1968,8823033880.32993,-5.826905857178188
FIN,1969,10070766720.5011,14.141766393449618
FIN,1970,11357516987.5425,12.777083441144121
FIN,1971,12527405512.9298,10.30056593065627
FIN,1972,14743186119.8738,17.68746612901646
FIN,1973,19472363466.6252,32.077037543306
FIN,1974,24848821490.4679,27.610711114024355
FIN,1975,29472623242.2822,18.607730566167934
FIN,1976,31849513771.3494,8.064740316896014
FIN,1977,33499799321.2336,5.181509399897766
FIN,1978,36256160288.8087,8.227992475847469
FIN,1979,44465255686.1548,22.641932659041196
FIN,1980,53645202422.6968,20.645212975578087
FIN,1981,52448332874.07,-2.2310840384123787
FIN,1982,52797582336.2526,0.6658923993278387
FIN,1983,50973526900.0854,-3.454808639816709
FIN,1984,52888800949.7428,3.7573897003665646
FIN,1985,55875863392.1719,5.647816529755589
FIN,1986,73531550551.255,31.598056991378208
FIN,1987,91594751792.2359,24.565239146412377
FIN,1988,109058990760.483,19.066855498294476
FIN,1989,119012054870.445,9.126312320110387
FIN,1990,141438345513.917,18.843713494305227
FIN,1991,127773856785.767,-9.661092031655205
FIN,1992,112532519246.084,-11.928369326158405
FIN,1993,89214114708.0254,-20.721480949934435
FIN,1994,103299943084.804,15.788789053030271
FIN,1995,134189814814.815,29.90308688229575
FIN,1996,132129174216.93,-1.5356162468282308
FIN,1997,126912152101.707,-3.9484255813615143
FIN,1998,134038718291.055,5.615353668919565
FIN,1999,135264083658.688,0.9141876192610532
FIN,2000,126019543413.334,-6.834438230240602
FIN,2001,129533107311.811,2.788110322660664
FIN,2002,140404460203.138,8.392721457038444
FIN,2003,171652458349.411,22.25570192076749
FIN,2004,197479443979.151,15.046091316191523
FIN,2005,204885494686.381,3.750289426585529
FIN,2006,217089269791.764,5.956388042044347
FIN,2007,256378067752.158,18.09799166862578
FIN,2008,285716311136.719,11.44335146987785
FIN,2009,253497520828.515,-11.276496669028768
FIN,2010,249424310816.667,-1.606804673487694
FIN,2011,275604356167.316,10.49618830856145
FIN,2012,258290060227.734,-6.282301259806888
FIN,2013,271362405890.589,5.061110617779518
FIN,2014,274862826772.156,1.2899431924178861
FIN,2015,234534382384.766,-14.672207537478233
FIN,2016,240771351298.833,2.659298330014126
FIN,2017,255647979916.471,6.178737020574299
FIN,2018,275708001767.843,7.846735913159297
FIN,2019,268514916972.549,-2.6089503203287068
FIN,2020,271886077382.102,1.25548347464719
FIN,2021,296776746825.577,9.154815753398914
FIN,2022,282896251391.052,-4.677083222656564
FJI,1960,112328422.113084,
FJI,1961,116987784.913739,4.14798206278042
FJI,1962,122906434.957814,5.059203444563987
FJI,1963,129454728.623599,5.3278688524588835
FJI,1964,140032741.468329,8.171206225681038
FJI,1965,147084750.031482,5.035971223021396
FJI,1966,150603925.515853,2.392617510392969
FJI,1967,162625885.863484,7.98250132355649
FJI,1968,166952937.135005,2.6607395548045476
FJI,1969,182182067.703568,9.121810511334761
FJI,1970,219878482.173564,20.69161632929348
FJI,1971,247749327.721267,12.675567555402178
FJI,1972,316656648.698957,27.813323092127582
FJI,1973,425950487.519894,34.51493574191198
FJI,1974,558587097.382833,31.138973601185093
FJI,1975,684282434.361095,22.502370278007945
FJI,1976,694540806.380644,1.4991429714438231
FJI,1977,719501765.783049,3.5938794629620574
FJI,1978,829267889.429373,15.25585187784262
FJI,1979,1019691460.17376,22.96285352076266
FJI,1980,1202618816.20852,17.939481027289194
FJI,1981,1235626770.50924,2.7446730298785527
FJI,1982,1194059943.22478,-3.364027736897357
FJI,1983,1123085190.06509,-5.943985774115301
FJI,1984,1178000677.99929,4.889699233859313
FJI,1985,1141168943.97661,-3.126630969791533
FJI,1986,1290267339.65006,13.065409504914282
FJI,1987,1177947965.12142,-8.705124207755489
FJI,1988,1110009522.75743,-5.767524914140576
FJI,1989,1182660265.76635,6.545055832354008
FJI,1990,1337017559.49728,13.051702014433374
FJI,1991,1383883249.591,3.505241181076313
FJI,1992,1532411039.05479,10.73268207471163
FJI,1993,1636101246.9394,6.766474871426631
FJI,1994,1825732092.54674,11.590410187760458
FJI,1995,1970301486.20561,7.918434158497378
FJI,1996,2128696643.62574,8.039133022488155
FJI,1997,2090221137.02876,-1.8074678095722496
FJI,1998,1653146716.58235,-20.910439221168208
FJI,1999,1936459986.03795,17.137817630688623
FJI,2000,1678219507.89829,-13.335699162471581
FJI,2001,1652462023.46215,-1.5348102149281506
FJI,2002,1833279985.36741,10.942336909287608
FJI,2003,2300492465.32276,25.485058675405515
FJI,2004,2708078476.63012,17.71733737237757
FJI,2005,2980403844.72096,10.056036796604095
FJI,2006,3076305452.86506,3.2177387072549024
FJI,2007,3378314599.76402,9.817267872983471
FJI,2008,3523185919.55826,4.288272021923589
FJI,2009,2870624635.68032,-18.521908828466216
FJI,2010,3140166712.79624,9.389666407988596
FJI,2011,3779411899.37483,20.357046139418443
FJI,2012,3972028104.47328,5.0964597198392525
FJI,2013,4189967998.51424,5.48686686772224
FJI,2014,4857104791.00386,15.922240759981632
FJI,2015,4682479912.05203,-3.5952462725379997
FJI,2016,4930213634.35692,5.2906521108026405
FJI,2017,5353469171.0611,8.584932988596305
FJI,2018,5581425324.91185,4.258101551849736
FJI,2019,5444407214.31758,-2.4548946302785812
FJI,2020,4432466237.09588,-18.586798110187665
FJI,2021,4305031630.81808,-2.875027117212603
FJI,2022,4979979546.0123,15.67811744662977
FRA,1960,62225478000.8822,
FRA,1961,67461644222.0352,8.414826835205291
FRA,1962,75607529809.9288,12.074839980305253
FRA,1963,84759195105.8693,12.104171792078166
FRA,1964,94007851047.3678,10.91168448443427
FRA,1965,101537248148.427,8.009327962688317
FRA,1966,110045852177.928,8.379785925518801
FRA,1967,118972977486.207,8.112186994422244
FRA,1968,129785441507.456,9.088167960243343
FRA,1969,141903068680.309,9.33666136363751
FRA,1970,148456359985.827,4.618146292721681
FRA,1971,165966615366.402,11.794883952595026
FRA,1972,203494148244.473,22.61149496555197
FRA,1973,264429876252.21,29.944707763552138
FRA,1974,285553737043.099,7.988454667180389
FRA,1975,360832186018.051,26.362270637554342
FRA,1976,372319038514.067,3.1834334466608105
FRA,1977,410279486493.715,10.195677376893997
FRA,1978,506709302325.581,23.503445579491135
FRA,1979,613953129818.07,21.164763899199258
FRA,1980,701288419745.421,14.225074469973098
FRA,1981,615552202776.101,-12.22552869195298
FRA,1982,584877732308.614,-4.983244366464302
FRA,1983,559869179791.72,-4.275859916598456
FRA,1984,530683779929.445,-5.2128963185886334
FRA,1985,553138414367.061,4.23126450946012
FRA,1986,771470783218.108,39.47156139948766
FRA,1987,934173305685.911,21.08991370860562
FRA,1988,1018847043277.17,9.064028813057101
FRA,1989,1025211803413.53,0.6247022237888977
FRA,1990,1269179616913.63,23.79682058749111
FRA,1991,1269276828275.78,0.007659385705127697
FRA,1992,1401465923172.24,10.41452045382638
FRA,1993,1322815612694.0,-5.612003058926596
FRA,1994,1393982750472.59,5.379974132120613
FRA,1995,1601094756209.75,14.857573070179274
FRA,1996,1605675086549.56,0.2860749073123614
FRA,1997,1452884917959.09,-9.51563425691565
FRA,1998,1503108739159.44,3.4568340946715015
FRA,1999,1493151737698.46,-0.6624272217689353
FRA,2000,1365639660792.16,-8.539793624916303
FRA,2001,1377657339291.34,0.8800036235187436
FRA,2002,1501409382971.38,8.982788401047337
FRA,2003,1844544792036.86,22.854220371688005
FRA,2004,2119633181634.37,14.913619381058263
FRA,2005,2196945232435.8,3.647425954231265
FRA,2006,2320536221304.7,5.625583516794008
FRA,2007,2660591246211.77,14.654157163548899
FRA,2008,2930303780828.12,10.137315718841622
FRA,2009,2700887366932.03,-7.82910002017797
FRA,2010,2645187882116.67,-2.0622661091798666
FRA,2011,2865157541994.17,8.315842566974151
FRA,2012,2683671716967.19,-6.33423546059756
FRA,2013,2811876903329.03,4.777230596100046
FRA,2014,2855964488590.19,1.5679059495443903
FRA,2015,2439188643162.5,-14.593173237718581
FRA,2016,2472964344587.17,1.3847105068871768
FRA,2017,2595151045197.65,4.940900214672417
FRA,2018,2790956878746.66,7.545065013127106
FRA,2019,2728870246705.88,-2.2245643604734466
FRA,2020,2647418691598.45,-2.9848086476721547
FRA,2021,2959355819170.5,11.782689627522025
FRA,2022,2779092236505.85,-6.091311544793465
FRO,1960,,
FRO,1961,,
FRO,1962,,
FRO,1963,,
FRO,1964,,
FRO,1965,57954522.4217259,
FRO,1966,64397131.0846457,11.116662503122644
